ticker,company_name,sector,year,snapshot_timestamp,snapshot_url,source_url,http_status,page_text_clean,text_char_len,text_sha1,similarity_to_prior,changed_from_prior,coverage_status,theme_categories,analyst_notes
ABBV,AbbVie,Healthcare,2018,20180627054526.0,https://web.archive.org/web/20180627054526id_/https://www.abbvie.com/our-company.html,abbvie.com/our-company.html,200.0,"See highlights of AbbVie’s impact on societies and patients globally. At AbbVie, we combine advanced science, expertise and passion to solve serious health issues and have a remarkable impact on people’s lives. See how we’re improving health care on a global basis.",265,1bbbd59a525c865a60e64fc4ad76f15af1ecdc24,0.0083,True,ok,"{""innovation_technology"": 0.7, ""integrity_ethics"": 0.6, ""customer_focus"": 0.5, ""community_social_impact"": 0.4, ""people_talent"": 0.3}",The current text places a stronger emphasis on community impact and ethical conduct compared to the prior year.
ABBV,AbbVie,Healthcare,2019,20190719084915.0,https://web.archive.org/web/20190719084915id_/https://www.abbvie.com/our-company.html,abbvie.com/our-company.html,200.0,"At AbbVie, we see a future full of possibility, where health is in reach and patient lives are improved. See our employees, our science and our hope for tomorrow. At AbbVie, we combine advanced science, expertise and passion to solve serious health issues and have a remarkable impact on people’s lives. See how we’re improving health care on a global basis.",358,1f984083d6505f8d00a32e60783c70cf10904b86,0.0096,True,ok,"{""global_scale_reach"": 0.6, ""innovation_technology"": 0.5, ""customer_focus"": 0.4, ""people_talent"": 0.3}",There is a new emphasis on the future and possibility in the current year text.
ABBV,AbbVie,Healthcare,2020,20200701034547.0,https://web.archive.org/web/20200701034547id_/https://www.abbvie.com/our-company.html,abbvie.com/our-company.html,200.0,"At AbbVie, we see a future full of possibility, where health is in reach and patient lives are improved. See our employees, our science and our hope for tomorrow. At AbbVie, we combine advanced science, expertise and passion to solve serious health issues and have a remarkable impact on people’s lives. See how we’re improving health care on a global basis.",358,1f984083d6505f8d00a32e60783c70cf10904b86,1.0,False,ok,"{""global_scale_reach"": 0.6, ""innovation_technology"": 0.5, ""customer_focus"": 0.4, ""people_talent"": 0.3}",No substantive change in stated-values text from the prior year.
ABBV,AbbVie,Healthcare,2021,20210724072941.0,https://web.archive.org/web/20210724072941id_/https://www.abbvie.com/our-company.html,abbvie.com/our-company.html,200.0,"We are AbbVie Our ~48,000 employees are scientists, researchers, communicators, manufacturing specialists and regulatory experts located around the globe. We come up with new approaches to addressing today’s health issues—from life-threatening illness to chronic conditions. We target specific difficult-to-cure diseases where we can leverage our core R&D expertise to advance science. We’re constantly working to create solutions that go beyond treating the illness to have a positive impact on patients’ lives, on societies—and on science itself. At AbbVie, we see a future full of possibility, where health is in reach and patient lives are improved. See our employees, our science and our hope for tomorrow:",711,68b43c54dfa9e2a411843fabc9b94fc72262bf55,0.2975,True,ok,"{""innovation_technology"": 0.7, ""people_talent"": 0.5, ""community_social_impact"": 0.5}",There is a new emphasis on R&D expertise and addressing specific difficult-to-cure diseases.
ABBV,AbbVie,Healthcare,2022,20220702055118.0,https://web.archive.org/web/20220702055118id_/https://www.abbvie.com/our-company.html,abbvie.com/our-company.html,200.0,"It takes unwavering commitment and confidence to bring solutions from the petri dish to patients. And it requires a continued investment in innovation to address the known and unknown challenges of tomorrow. Since our launch in 2013, we have invested ~$50 billion in research to discover, develop and deliver new medicines. We target diseases with significant unmet need where we can improve the standard of care with innovative new therapies. We’re constantly working to create solutions that go beyond treating the illness to have a positive impact on patients’ lives, on societies—and on science itself. Today, our ~50,000 employees around the world focus on discovering and delivering transformational medicines and products in several key therapeutic areas: immunology, oncology, neuroscience, eye care, virology, and women’s health, as well as through our Allergan Aesthetics portfolio. We care deeply for patients and customers, their families, our employees, and our communities. We strive to always do the right thing, pursuing the highest standards in quality, compliance, safety, and performance. We embrace diverse backgrounds and perspectives and treat everyone equally, with dignity and respect, allowing us all to achieve our best. Our commitment to health doesn’t stop with our medicines. Each day, we work to deliver sustainable solutions that improve the health of our business and the health of humankind.",1424,09f8d4f53af207763debcfaeaab85b0ee6cd13bb,0.0309,True,ok,"{""innovation_technology"": 0.8, ""people_talent"": 0.7, ""customer_focus"": 0.6, ""integrity_ethics"": 0.5, ""diversity_inclusion"": 0.5, ""sustainability_environment"": 0.4}",There is a notable increase in emphasis on employee count and commitment to diversity and inclusion.
ABBV,AbbVie,Healthcare,2023,20230129204920.0,https://web.archive.org/web/20230129204920id_/https://www.abbvie.com/our-company.html,abbvie.com/our-company.html,200.0,"It takes unwavering commitment and confidence to bring solutions from the petri dish to patients. And it requires a continued investment in innovation to address the known and unknown challenges of tomorrow. Since our launch in 2013, we have invested ~$50 billion in research to discover, develop and deliver new medicines. We target diseases with significant unmet need where we can improve the standard of care with innovative new therapies. We’re constantly working to create solutions that go beyond treating the illness to have a positive impact on patients’ lives, on societies—and on science itself. Today, our ~50,000 employees around the world focus on discovering and delivering transformational medicines and products in several key therapeutic areas: immunology, oncology, neuroscience, eye care, virology, and women’s health, as well as through our Allergan Aesthetics portfolio. We care deeply for patients and customers, their families, our employees, and our communities. We strive to always do the right thing, pursuing the highest standards in quality, compliance, safety, and performance. We embrace diverse backgrounds and perspectives and treat everyone equally, with dignity and respect, allowing us all to achieve our best. Our commitment to health doesn’t stop with our medicines. Each day, we work to deliver sustainable solutions that improve the health of our business and the health of humankind.",1424,09f8d4f53af207763debcfaeaab85b0ee6cd13bb,1.0,False,ok,"{""innovation_technology"": 0.8, ""people_talent"": 0.7, ""customer_focus"": 0.6, ""integrity_ethics"": 0.5, ""diversity_inclusion"": 0.5, ""sustainability_environment"": 0.4}",No substantive change in stated-values text from the prior year.
ABBV,AbbVie,Healthcare,2024,,,abbvie.com/our-company.html,,,0,,,,no_snapshot_in_year,,
ABT,Abbott Laboratories,Healthcare,2016,20160704025704.0,https://web.archive.org/web/20160704025704id_/http://www.abbott.com:80/about-abbott/who-we-are.html,abbott.com/about-abbott/who-we-are.html,200.0,"We’re dedicated to fulfilling the promise of human potential, in all places, in all aspects and stages of life. We believe that health is the key to that promise. Because at our healthiest, we’re capable of achieving anything. And that’s why our pursuit of helping people achieve their best health at every life stage will never end. This is how we put that belief into practice each and every day. OUR PROMISE We are here for the people we serve in their pursuit of healthy lives. This has been the way of Abbott for more than a century—passionately and thoughtfully translating science into lasting contributions to health. Our products encircle life, from newborns to aging adults, from nutrition and diagnostics through medical care and pharmaceutical therapy. Caring is central to the work we do and defines our responsibility to those we serve. - We advance leading-edge science and technologies that hold the potential for significant improvements to health and to the practice of healthcare. - We value our diversity—that of our products, technologies, markets and people—and believe that diverse perspectives combined with shared goals inspire new ideas and better ways of addressing changing health needs. - We focus on exceptional performance—a hallmark of Abbott people worldwide—demanding of ourselves and each other because our work impacts people’s lives. - We strive to earn the trust of those we serve by committing to the highest standards of quality, excellence in personal relationships, and behavior characterized by honesty, fairness and integrity. - We sustain success—for our business and the people we serve—by staying true to key tenets upon which our company was founded over a century ago: innovative care and a desire to make a meaningful difference in all that we do. The promise of our company is in the promise that our work holds for health and life. true Please be aware that the website you have requested is intended for the residents of a particular country or countries, as noted on that site. As a result, the site may contain information on pharmaceuticals, medical devices and other products or uses of those products that are not approved in other countries or regions. The website you have requested also may not be optimized for your specific screen size. Links which take you out of Abbott worldwide websites are not under the control of Abbott, and Abbott is not responsible for the contents of any such site or any further links from such site. Abbott is providing these links to you only as a convenience, and the inclusion of any link does not imply endorsement of the linked site by Abbott. The website that you have requested also may not be optimized for your screen size. Asset Warning",2738,5bcbf8f3daf443ec8e2305c238c2fb852e6b94e7,,,ok,"{""innovation_technology"": 0.7, ""customer_focus"": 0.6, ""integrity_ethics"": 0.6, ""people_talent"": 0.5, ""diversity_inclusion"": 0.5, ""quality_excellence"": 0.5}",First observed year; no prior-year text to compare against.
ABT,Abbott Laboratories,Healthcare,2017,20170627070034.0,https://web.archive.org/web/20170627070034id_/http://www.abbott.com:80/about-abbott/who-we-are.html,abbott.com/about-abbott/who-we-are.html,200.0,"At Abbott, we're all about helping you live the best life you can through good health. We keep your heart healthy, nourish your body at every stage of life, help you feel and move better, and bring you information, medicines and breakthroughs to manage your health. Every day and around the world, we're discovering new ways to make life better. We create breakthrough products – in diagnostics, medical devices, nutrition and branded generic pharmaceuticals – that help you, your family and your community lead healthier lives, full of unlimited possibilities. Today, 94,000 of us are working to make a lasting impact on health in the more than 150 countries we serve. LEARN MORE Learn more about our innovative products that help people live their best lives through better health. Good health is the starting point for everything that's possible in life. For more than 125 years, we have been pursuing advancements in science, technology, medicine and nutrition that create more possibilities for more people at all stages of life. LEARN MORE For more than 125 years, we’ve put science and innovation to work – to create more possibilities for more people through the power of health. We adapt and respond quickly to changes in the world around us to deliver better solutions to help people live their best lives. LEARN MORE true Please be aware that the website you have requested is intended for the residents of a particular country or countries, as noted on that site. As a result, the site may contain information on pharmaceuticals, medical devices and other products or uses of those products that are not approved in other countries or regions. The website you have requested also may not be optimized for your specific screen size. Links which take you out of Abbott worldwide websites are not under the control of Abbott, and Abbott is not responsible for the contents of any such site or any further links from such site. Abbott is providing these links to you only as a convenience, and the inclusion of any link does not imply endorsement of the linked site by Abbott. The website that you have requested also may not be optimized for your screen size. Asset Warning",2182,e3aada2bd63ee6bf426b74c38cf437ecfe0551f9,0.0077,True,ok,"{""innovation_technology"": 0.8, ""customer_focus"": 0.7, ""integrity_ethics"": 0.6, ""people_talent"": 0.5}",There is a stronger emphasis on innovation and technology in the current year compared to the prior year.
ABT,Abbott Laboratories,Healthcare,2018,20180701190047.0,https://web.archive.org/web/20180701190047id_/http://www.abbott.com:80/about-abbott/who-we-are.html,abbott.com/about-abbott/who-we-are.html,200.0,"- HOME - ABOUT ABBOTT - WHO WE ARE At Abbott, we're all about helping you live the best life you can through good health. We keep your heart healthy, nourish your body at every stage of life, help you feel and move better, and bring you information, medicines and breakthroughs to manage your health. Every day and around the world, we're discovering new ways to make life better. We create breakthrough products – in diagnostics, medical devices, nutrition and branded generic pharmaceuticals – that help you, your family and your community lead healthier lives, full of unlimited possibilities. Today, 99,000 of us are working to make a lasting impact on health in the more than 150 countries we serve. LEARN MORE Learn more about our innovative products that help people live their best lives through better health. Good health is the starting point for everything that's possible in life. For more than 125 years, we have been pursuing advancements in science, technology, medicine and nutrition that create more possibilities for more people at all stages of life. LEARN MORE For more than 125 years, we’ve put science and innovation to work – to create more possibilities for more people through the power of health. We adapt and respond quickly to changes in the world around us to deliver better solutions to help people live their best lives. LEARN MORE true Please be aware that the website you have requested is intended for the residents of a particular country or region, as noted on that site. As a result, the site may contain information on pharmaceuticals, medical devices and other products or uses of those products that are not approved in other countries or regions. The website you have requested also may not be optimized for your specific screen size. Links which take you out of Abbott worldwide websites are not under the control of Abbott, and Abbott is not responsible for the contents of any such site or any further links from such site. Abbott is providing these links to you only as a convenience, and the inclusion of any link does not imply endorsement of the linked site by Abbott. The website that you have requested also may not be optimized for your screen size. Asset Warning Unless otherwise specified, all product and service names appearing in this Internet site are trademarks owned by or licensed to Abbott, its subsidiaries or affiliates. No use of any Abbott trademark, trade name, or trade dress in this site may be made without the prior written authorization of Abbott, except to identify the product or services of the company.",2577,03dabb5600d91b75cbfac3cdf99adfa8d7f579f4,0.9128,True,ok,"{""innovation_technology"": 0.8, ""customer_focus"": 0.7, ""people_talent"": 0.5}","The most notable change is the increase in employee count from 94,000 to 99,000, emphasizing growth in workforce."
ABT,Abbott Laboratories,Healthcare,2019,20190722125642.0,https://web.archive.org/web/20190722125642id_/https://www.abbott.com/about-abbott/who-we-are.html,abbott.com/about-abbott/who-we-are.html,200.0,"- HOME - ABOUT ABBOTT - WHO WE ARE OUR MISSION We understand that the first step to living your best life is good health. Everything we make is designed to help you do just that. That’s our commitment to building life-changing technologies that keep your heart healthy, nourish your body at every stage of life, help you feel and move better, and bring you information, medicines and breakthroughs to manage your health. FAST FACTS We create breakthrough products – in diagnostics, medical devices, nutrition and branded generic pharmaceuticals – that help you, your family and your community lead healthier lives, full of unlimited possibilities. Today, 103,000 of us are working to make a lasting impact on health in the more than 160 countries we serve. LEARN MORE Learn more about our innovative products that help people live their best lives through better health. OUR HERITAGE For more than 130 years, we've put science and innovation to work – to create more possibilities for more people through the power of health. We adapt and respond quickly to changes in the world around us to deliver better solutions to help people live their best lives. LEARN MORE true Please be aware that the website you have requested is intended for the residents of a particular country or region, as noted on that site. As a result, the site may contain information on pharmaceuticals, medical devices and other products or uses of those products that are not approved in other countries or regions. The website you have requested also may not be optimized for your specific screen size. Links which take you out of Abbott worldwide websites are not under the control of Abbott, and Abbott is not responsible for the contents of any such site or any further links from such site. Abbott is providing these links to you only as a convenience, and the inclusion of any link does not imply endorsement of the linked site by Abbott. The website that you have requested also may not be optimized for your screen size. Asset Warning Unless otherwise specified, all product and service names appearing in this Internet site are trademarks owned by or licensed to Abbott, its subsidiaries or affiliates. No use of any Abbott trademark, trade name, or trade dress in this site may be made without the prior written authorization of Abbott, except to identify the product or services of the company.",2380,fd0d685026c7ce6ec151bf7eb2b8e8d6d35a5814,0.702,True,ok,"{""innovation_technology"": 0.8, ""customer_focus"": 0.7, ""people_talent"": 0.5}","There is a notable increase in the emphasis on the number of employees, growing from 99,000 to 103,000, highlighting a focus on people and talent."
ABT,Abbott Laboratories,Healthcare,2020,20200706051557.0,https://web.archive.org/web/20200706051557id_/https://www.abbott.com/about-abbott/who-we-are.html,abbott.com/about-abbott/who-we-are.html,200.0,"- HOME - ABOUT ABBOTT - WHO WE ARE OUR MISSION We understand that the first step to living your best life is good health. Everything we make is designed to help you do just that. That’s our commitment to building life-changing technologies that keep your heart healthy, nourish your body at every stage of life, help you feel and move better, and bring you information, medicines and breakthroughs to manage your health. FAST FACTS We create breakthrough products – in diagnostics, medical devices, nutrition and branded generic pharmaceuticals – that help you, your family and your community lead healthier lives, full of unlimited possibilities. Today, 107,000 of us are working to make a lasting impact on health in the more than 160 countries we serve. LEARN MORE Learn more about our innovative products that help people live their best lives through better health. OUR HERITAGE For more than 130 years, we've put science and innovation to work – to create more possibilities for more people through the power of health. We adapt and respond quickly to changes in the world around us to deliver better solutions to help people live their best lives. LEARN MORE true Please be aware that the website you have requested is intended for the residents of a particular country or region, as noted on that site. As a result, the site may contain information on pharmaceuticals, medical devices and other products or uses of those products that are not approved in other countries or regions. The website you have requested also may not be optimized for your specific screen size. Links which take you out of Abbott worldwide websites are not under the control of Abbott, and Abbott is not responsible for the contents of any such site or any further links from such site. Abbott is providing these links to you only as a convenience, and the inclusion of any link does not imply endorsement of the linked site by Abbott. The website that you have requested also may not be optimized for your screen size. Asset Warning Unless otherwise specified, all product and service names appearing in this Internet site are trademarks owned by or licensed to Abbott, its subsidiaries or affiliates. No use of any Abbott trademark, trade name, or trade dress in this site may be made without the prior written authorization of Abbott, except to identify the product or services of the company.",2380,fbd00d67320e5a8be3d79e86f2126dbaaecf9cf4,0.9996,False,ok,"{""innovation_technology"": 1.0, ""customer_focus"": 1.0, ""people_talent"": 0.8}","The number of employees mentioned increased from 103,000 to 107,000, indicating a notable growth in workforce."
ABT,Abbott Laboratories,Healthcare,2021,20210605052624.0,https://web.archive.org/web/20210605052624id_/https://www.abbott.com/about-abbott/who-we-are.html,abbott.com/about-abbott/who-we-are.html,200.0,"- HOME - ABOUT ABBOTT - WHO WE ARE OUR MISSION We understand that the first step to living your best life is good health. Everything we make is designed to help you do just that. That’s our commitment to building life-changing technologies that keep your heart healthy, nourish your body at every stage of life, help you feel and move better, and bring you information, medicines and breakthroughs to manage your health. FAST FACTS We create breakthrough products – in diagnostics, medical devices, nutrition and branded generic pharmaceuticals – that help you, your family and your community lead healthier lives, full of unlimited possibilities. Today, 109,000 of us are working to make a lasting impact on health in the more than 160 countries we serve. LEARN MORE Learn more about our innovative products that help people live their best lives through better health. OUR HERITAGE For more than 130 years, we've put science and innovation to work – to create more possibilities for more people through the power of health. We adapt and respond quickly to changes in the world around us to deliver better solutions to help people live their best lives. LEARN MORE true Please be aware that the website you have requested is intended for the residents of a particular country or region, as noted on that site. As a result, the site may contain information on pharmaceuticals, medical devices and other products or uses of those products that are not approved in other countries or regions. The website you have requested also may not be optimized for your specific screen size. Links which take you out of Abbott worldwide websites are not under the control of Abbott, and Abbott is not responsible for the contents of any such site or any further links from such site. Abbott is providing these links to you only as a convenience, and the inclusion of any link does not imply endorsement of the linked site by Abbott. The website that you have requested also may not be optimized for your screen size. Asset Warning Unless otherwise specified, all product and service names appearing in this Internet site are trademarks owned by or licensed to Abbott, its subsidiaries or affiliates. No use of any Abbott trademark, trade name, or trade dress in this site may be made without the prior written authorization of Abbott, except to identify the product or services of the company.",2380,cd6542999839d36b33a4590d00ece445a64a70a6,0.9996,False,ok,"{""innovation_technology"": 0.8, ""customer_focus"": 0.6, ""people_talent"": 0.5}","The number of employees mentioned increased from 107,000 to 109,000, indicating a slight emphasis on growth in workforce."
ABT,Abbott Laboratories,Healthcare,2022,20220706015553.0,https://web.archive.org/web/20220706015553id_/https://www.abbott.com/about-abbott/who-we-are.html,abbott.com/about-abbott/who-we-are.html,200.0,"- HOME - ABOUT ABBOTT - WHO WE ARE OUR MISSION We understand that the first step to living your best life is good health. Everything we make is designed to help you do just that. That’s our commitment to building life-changing technologies that keep your heart healthy, nourish your body at every stage of life, help you feel and move better, and bring you information, medicines and breakthroughs to manage your health. FAST FACTS We create breakthrough products – in diagnostics, medical devices, nutrition and branded generic pharmaceuticals – that help you, your family and your community lead healthier lives, full of unlimited possibilities. Today, 113,000 of us are working to make a lasting impact on health in the more than 160 countries we serve. LEARN MORE Learn more about our innovative products that help people live their best lives through better health. OUR HERITAGE For more than 130 years, we've put science and innovation to work – to create more possibilities for more people through the power of health. We adapt and respond quickly to changes in the world around us to deliver better solutions to help people live their best lives. LEARN MORE true Please be aware that the website you have requested is intended for the residents of a particular country or region, as noted on that site. As a result, the site may contain information on pharmaceuticals, medical devices and other products or uses of those products that are not approved in other countries or regions. The website you have requested also may not be optimized for your specific screen size. Links which take you out of Abbott worldwide websites are not under the control of Abbott, and Abbott is not responsible for the contents of any such site or any further links from such site. Abbott is providing these links to you only as a convenience, and the inclusion of any link does not imply endorsement of the linked site by Abbott. The website that you have requested also may not be optimized for your screen size. Asset Warning Unless otherwise specified, all product and service names appearing in this Internet site are trademarks owned by or licensed to Abbott, its subsidiaries or affiliates. No use of any Abbott trademark, trade name, or trade dress in this site may be made without the prior written authorization of Abbott, except to identify the product or services of the company.",2380,04661ad5cb970fc64a2ffbcc0f600199e840855e,0.9992,False,ok,"{""innovation_technology"": 0.8, ""customer_focus"": 0.6, ""people_talent"": 0.5}","The number of employees mentioned increased from 109,000 to 113,000, indicating a slight emphasis on workforce growth."
ABT,Abbott Laboratories,Healthcare,2023,20230801050637.0,https://web.archive.org/web/20230801050637id_/https://www.abbott.com/about-abbott/who-we-are.html,abbott.com/about-abbott/who-we-are.html,200.0,"- HOME - ABOUT ABBOTT - WHO WE ARE OUR MISSION We understand that the first step to living your best life is good health. Everything we make is designed to help you do just that. That’s our commitment to building life-changing technologies that keep your heart healthy, nourish your body at every stage of life, help you feel and move better, and bring you information, medicines and breakthroughs to manage your health. FAST FACTS We create breakthrough products – in diagnostics, medical devices, nutrition and branded generic pharmaceuticals – that help you, your family and your community lead healthier lives, full of unlimited possibilities. Today, 115,000 of us are working to make a lasting impact on health in the more than 160 countries we serve. LEARN MORE Learn more about our innovative products that help people live their best lives through better health. OUR HERITAGE For more than 135 years, we've put science and innovation to work – to create more possibilities for more people through the power of health. We adapt and respond quickly to changes in the world around us to deliver better solutions to help people live their best lives. LEARN MORE true Please be aware that the website you have requested is intended for the residents of a particular country or region, as noted on that site. As a result, the site may contain information on pharmaceuticals, medical devices and other products or uses of those products that are not approved in other countries or regions. The website you have requested also may not be optimized for your specific screen size. Links which take you out of Abbott worldwide websites are not under the control of Abbott, and Abbott is not responsible for the contents of any such site or any further links from such site. Abbott is providing these links to you only as a convenience, and the inclusion of any link does not imply endorsement of the linked site by Abbott. The website that you have requested also may not be optimized for your screen size. Asset Warning Unless otherwise specified, all product and service names appearing in this Internet site are trademarks owned by or licensed to Abbott, its subsidiaries or affiliates. No use of any Abbott trademark, trade name, or trade dress in this site may be made without the prior written authorization of Abbott, except to identify the product or services of the company.",2380,ada06d6713b2523373b8857782cbd4e7b3d6127a,0.9992,False,ok,"{""innovation_technology"": 0.8, ""customer_focus"": 0.6, ""people_talent"": 0.5}","The number of employees mentioned increased from 113,000 to 115,000, indicating a slight emphasis on workforce growth."
ABT,Abbott Laboratories,Healthcare,2024,20240703175508.0,https://web.archive.org/web/20240703175508id_/https://www.abbott.com/about-abbott/who-we-are.html,abbott.com/about-abbott/who-we-are.html,200.0,"We understand that the first step to living your best life is good health. Everything we make is designed to help you do just that. That’s our commitment to building life-changing technologies that keep your heart healthy, nourish your body at every stage of life, help you feel and move better, and bring you information, medicines and breakthroughs to manage your health. We create breakthrough products – in diagnostics, medical devices, nutrition and branded generic pharmaceuticals – that help you, your family and your community lead healthier lives, full of unlimited possibilities. Today, 114,000 of us are working to make a lasting impact on health in the more than 160 countries we serve. Learn more about our innovative products that help people live their best lives through better health. For more than 135 years, we've put science and innovation to work – to create more possibilities for more people through the power of health. We adapt and respond quickly to changes in the world around us to deliver better solutions to help people live their best lives. Please be aware that the website you have requested is intended for the residents of a particular country or region, as noted on that site. As a result, the site may contain information on pharmaceuticals, medical devices and other products or uses of those products that are not approved in other countries or regions. The website you have requested also may not be optimized for your specific screen size.",1480,7435bd853b5b5720ff8b79ad3bd308c1f9a5e7f9,0.5777,True,ok,"{""innovation_technology"": 1.0, ""customer_focus"": 0.8, ""people_talent"": 0.6}","There is a slight decrease in the number of employees mentioned, from 115,000 to 114,000."
AMZN,Amazon,Consumer Discretionary,2016,,,aboutamazon.com,,,0,,,,no_snapshot_in_year,,
AMZN,Amazon,Consumer Discretionary,2017,,,aboutamazon.com,,,0,,,,no_snapshot_in_year,,
